Pulse,Dim.1,Dim.2
SI,8.528405,2.7460644
SI,8.538612,2.6013293
SI,8.679032,2.2822204
SI,8.203876,1.7710286
SI,5.527167,3.2749527
SI,9.987529,-0.21328866
SI,10.255146,-0.04428434
SI,10.609906,-0.2732084
SI,10.626217,-0.19839521
SI,10.595049,0.023189673
SI,10.641555,-0.1389891
SI,11.190866,-0.48353788
SI,9.835255,0.9422761
SI,9.891407,0.94856167
SI,11.138084,-0.41972828
SI,11.21076,-0.43812463
SI,10.277781,1.5080105
SI,9.702276,2.1570787
SI,10.035087,0.3635149
SI,10.673111,0.766786
SI,11.276312,2.2713132
SI,11.253758,2.3026447
SI,11.274497,2.2716537
SI,11.030837,0.006047753
SI,11.275683,2.2703598
SI,11.279324,2.2624087
SI,11.252089,2.2821326
SI,11.105135,2.422684
SI,10.24859,3.040034
SI,10.208441,3.1394558
SI,10.267664,2.017385
SI,6.379312,1.9926043
SI,10.93127,-1.4586859
SI,11.137412,-1.3571811
SI,6.629406,1.4679201
SI,11.161831,-1.3179692
SI,11.309542,-1.0963018
SI,11.088491,-0.545907
SI,11.317003,-1.0519904
SI,11.301445,-1.0036887
SI,9.981488,0.036378164
SI,10.177732,0.18161385
SI,10.125494,0.19712189
SI,10.584488,0.6272721
SI,10.347201,0.17438284
SI,10.538695,0.8569684
SI,11.028497,2.4174376
SI,11.022434,2.515078
SI,10.3104105,2.437144
SI,11.145188,-0.10230371
SI,8.246439,-0.44751945
SI,11.15425,-1.3253396
SI,11.320167,-1.067125
SI,11.205512,-1.250867
SI,11.311744,-1.0039812
SI,11.290393,-1.1427157
SI,11.211601,-1.2143041
SI,11.195858,-0.6031081
SI,10.70764,2.3707974
SI,11.022798,-0.13859372
SI,11.3018465,-1.1030202
SI,10.966158,-0.16688828
SI,11.094359,-0.13556026
SI,11.031417,-0.49462357
SI,9.82816,1.4993722
SI,9.519934,0.9378843
