New.Pulse,Cluster_Typical,Clip.Name,affinity.id,Pulse.Type,Source.Name,Selection,Tonal,Begin.Time.s,End.Time.s,Low.Freq.Hz,High.Freq.Hz,Begin.File,Male_ID,meanfreq,sd,skew,kurt,sp.ent,time.ent,entropy,sfm,meandom,mindom,maxdom,dfrange,modindx,startdom,enddom,dfslope,meanpeakf,Delta.Time.s,Freq.5..Hz,Freq.95..Hz,Agg.Entropy.bits,Avg.Entropy.bits,BW.50..Hz,BW.90..Hz,Center.Freq.Hz,Center.Time.Rel.,Dur.50..s,Dur.90..s,Freq.25..Hz,Freq.75..Hz,Peak.Freq.Hz,PFC.Avg.Slope.Hz.ms,PFC.Max.Freq.Hz,PFC.Max.Slope.Hz.ms,PFC.Min.Freq.Hz,PFC.Min.Slope.Hz.ms,PFC.Num.Inf.Pts,Peak.Time.Relative,Time.25..Rel.,Time.5..Rel.,Time.75..Rel.,Time.95..Rel.,Freq_IQR,Time_IQR,F0_min,F0_max
S,2,2014-05-24 1104_MZ000216-NIKO_LC_WE_26.WAV,616,IN,2014-05-24 1104_MZ000216-NIKO_LC_WE.txt,26,y,42.24952202,42.7022,50,1000,2014-05-24 1104_MZ000216-NIKO_LC_WE.WAV,NIKO,0.25,0.22,8.19,87.35,0.82,0.87,0.71,0.41,0.12,0.06,0.17,0.11,9.33,0.06,0.13,0.16,0.09,0.45,86.13,215.31,3.86,3.34,16.15,129.19,102.27,0.42,0.2,0.34,96.89,113.04,107.66,-0.07,118.42,0.38,86.13,-0.38,2,0.19,0.19,0.06,0.65,0.84,16.15,0.45,0.09,0.12
R,1,2014-05-27 0805_MZ000226-HENK_LC_WE_9.WAV,152,HU,2014-05-27 0805_MZ000226-HENK_LC_WE.txt,9,p,9.163031514,9.705012625,50,1500,2014-05-27 0805_MZ000226-HENK_LC_WE.WAV,HENK,0.74,0.36,2.04,7.49,0.92,0.87,0.79,0.49,0.58,0.13,1.41,1.29,8.37,0.2,0.68,0.88,0.32,0.54,258.38,1151.92,5.09,4.48,441.39,893.55,312.2,0.22,0.29,0.39,290.67,732.06,301.44,0.77,1205.75,135.16,236.84,-89.01,11,0.2,0.18,0.13,0.72,0.87,441.39,0.54,0.25,1.5
R,NA,2014-05-27 094048_1047-OTTO_LC_YQ_4.WAV,16,LR,2014-05-27 094048_1047-OTTO_LC_YQ.txt,4,y,4.397411413,4.894816555,50,1000,2014-05-27 094048_1047-OTTO_LC_YQ.WAV,OTTO,0.48,0.13,6,45.24,0.71,0.87,0.62,0.19,0.45,0.2,0.5,0.29,4.38,0.24,0.5,0.52,0.47,0.5,398.33,484.45,3.13,2.87,21.53,86.13,452.16,0.58,0.12,0.34,441.39,462.92,452.16,0.02,484.45,35.6,258.38,-27.69,9,0.58,0.47,0.22,0.71,0.91,21.53,0.24,0.21,0.47
R,1,2014-05-27 094048_1047-OTTO_LC_YQ_6.WAV,16,HR,2014-05-27 094048_1047-OTTO_LC_YQ.txt,6,y,6.057505829,6.837086748,50,1000,2014-05-27 094048_1047-OTTO_LC_YQ.WAV,OTTO,0.57,0.1,3.21,13.21,0.78,0.87,0.68,0.17,0.56,0.06,0.94,0.88,4.88,0.57,0.46,-0.14,0.55,0.78,376.8,828.95,4.94,2.83,96.89,452.16,527.52,0.56,0.45,0.51,473.69,570.58,516.75,-0.07,613.64,11.87,366.03,-11.87,4,0.35,0.37,0.31,0.94,0.97,96.89,0.58,0.41,0.62
R,1,2014-05-27 094048_1047-OTTO_LC_YQ_9.WAV,16,HR,2014-05-27 094048_1047-OTTO_LC_YQ.txt,9,y,12.21633601,12.98771081,50,1000,2014-05-27 094048_1047-OTTO_LC_YQ.WAV,OTTO,0.6,0.15,3.11,17.1,0.9,0.87,0.78,0.41,0.36,0.06,0.72,0.66,12.44,0.06,0.42,0.48,0.7,0.77,398.33,839.72,5.14,3.38,215.31,441.39,473.69,0.95,0.14,0.59,430.63,645.94,452.16,0.22,732.06,19.78,236.84,-13.85,9,0.96,0.79,0.21,0.96,0.98,215.31,0.18,0.28,0.7
R,1,2014-05-27 094048_1047-OTTO_LC_YQ_10.WAV,16,HR,2014-05-27 094048_1047-OTTO_LC_YQ.txt,10,y,14.23423724,15.14921905,50,1000,2014-05-27 094048_1047-OTTO_LC_YQ.WAV,OTTO,0.51,0.14,2.69,13.57,0.88,0.87,0.77,0.31,0.53,0.06,0.97,0.92,10.52,0.06,0.68,0.68,0.4,0.92,322.97,645.94,4.86,3.38,129.19,322.97,398.33,0.94,0.24,0.68,376.8,505.98,387.56,0.21,656.7,57.36,193.78,-47.47,12,0.95,0.69,0.22,0.95,0.97,129.19,0.26,0.22,0.62
I,1,2014-05-27 094048_1047-OTTO_LC_YQ_13.WAV,812,LR,2014-05-27 094048_1047-OTTO_LC_YQ.txt,13,y,21.21823589,22.13363438,50,1000,2014-05-27 094048_1047-OTTO_LC_YQ.WAV,OTTO,0.46,0.16,3.74,19.61,0.84,0.87,0.73,0.3,0.4,0.06,0.5,0.44,5.08,0.06,0.31,0.28,0.32,0.92,269.14,473.69,4.28,3.12,139.95,204.55,322.97,0.86,0.27,0.65,290.67,430.63,301.44,0.43,581.34,55.38,193.78,-19.78,10,0.89,0.6,0.22,0.9,0.94,139.95,0.29,0.22,0.47
S,2,2014-05-27 094048_1047-OTTO_LC_YQ_23.WAV,812,SI,2014-05-27 094048_1047-OTTO_LC_YQ.txt,23,y,34.00344494,34.79123198,50,1000,2014-05-27 094048_1047-OTTO_LC_YQ.WAV,OTTO,0.31,0.15,3.09,12.61,0.82,0.87,0.71,0.24,0.27,0.06,0.5,0.44,3.83,0.42,0.06,-0.47,0.24,0.79,183.02,452.16,4.31,3.07,64.59,269.14,226.08,0.42,0.2,0.49,204.55,269.14,215.31,-0.32,473.69,57.36,86.13,-57.36,6,0.46,0.26,0.08,0.52,0.7,64.59,0.26,0.09,0.31
S,2,2014-05-27 094048_1047-OTTO_LC_YQ_29.WAV,812,SI,2014-05-27 094048_1047-OTTO_LC_YQ.txt,29,y,41.33910857,41.99970083,50,1000,2014-05-27 094048_1047-OTTO_LC_YQ.WAV,OTTO,0.3,0.15,3.24,13.5,0.83,0.87,0.72,0.29,0.25,0.17,0.46,0.29,3.75,0.39,0.24,-0.22,0.21,0.66,183.02,409.09,4.02,3.04,43.06,226.08,226.08,0.3,0.11,0.46,204.55,247.61,226.08,-0.3,462.92,57.36,150.72,-31.65,2,0.28,0.23,0.09,0.4,0.8,43.06,0.18,0.12,0.28
S,NA,2014-05-27 094048_1047-OTTO_LC_YQ_35.WAV,812,SI,2014-05-27 094048_1047-OTTO_LC_YQ.txt,35,y,48.96144477,49.20762822,50,1000,2014-05-27 094048_1047-OTTO_LC_YQ.WAV,OTTO,0.35,0.18,2.9,12.89,0.84,0.89,0.75,0.33,0.25,0.17,0.42,0.26,1.86,0.24,0.42,0.75,0.17,0.25,139.95,441.39,4.71,3.71,150.72,301.44,204.55,0.42,0.13,0.19,161.48,312.2,183.02,0.84,419.86,27.69,150.72,-3.96,3,0.13,0.2,0.09,0.73,0.87,150.72,0.53,0.14,0.17
S,2,2014-05-27 094048_1047-OTTO_LC_YQ_37.WAV,616,SI,2014-05-27 094048_1047-OTTO_LC_YQ.txt,37,y,50.91012216,51.18913007,50,1000,2014-05-27 094048_1047-OTTO_LC_YQ.WAV,OTTO,0.34,0.18,2.02,7.18,0.88,0.88,0.77,0.39,0.24,0.06,0.31,0.26,2.43,0.06,0.24,0.66,0.17,0.28,150.72,419.86,4.69,3.59,96.89,269.14,215.31,0.31,0.15,0.22,183.02,279.91,204.55,0.08,301.44,27.69,150.72,-5.93,3,0.16,0.16,0.1,0.69,0.88,96.89,0.53,0.13,0.19
S,2,2014-05-27 094048_1047-OTTO_LC_YQ_39.WAV,616,SI,2014-05-27 094048_1047-OTTO_LC_YQ.txt,39,y,53.31848564,53.57697826,50,1000,2014-05-27 094048_1047-OTTO_LC_YQ.WAV,OTTO,0.3,0.19,2.42,8.11,0.85,0.88,0.75,0.37,0.22,0.17,0.28,0.11,2.33,0.24,0.2,-0.14,0.13,0.26,107.66,301.44,4.51,3.4,96.89,193.78,193.78,0.54,0.13,0.2,139.95,236.84,161.48,0.04,258.38,23.74,129.19,-1.98,2,0.15,0.28,0.11,0.78,0.91,96.89,0.5,0.11,0.17
S,2,2014-05-27 094048_1047-OTTO_LC_YQ_46.WAV,616,SI,2014-05-27 094048_1047-OTTO_LC_YQ.txt,46,y,65.60068864,65.86470692,50,1000,2014-05-27 094048_1047-OTTO_LC_YQ.WAV,OTTO,0.32,0.2,2.43,8.01,0.85,0.88,0.75,0.42,0.22,0.13,0.31,0.18,4,0.24,0.24,0,0.24,0.26,129.19,312.2,4.5,3.41,96.89,183.02,226.08,0.51,0.14,0.2,161.48,258.38,183.02,0,279.91,25.71,139.95,-1.98,2,0.11,0.19,0.09,0.74,0.87,96.89,0.55,0.12,0.17
I,NA,2014-05-30 154412_1065-HENK_LC_YQ_16.WAV,812,HR,2014-05-30 154412_1065-HENK_LC_YQ.txt,16,y,31.97601602,33.1948351,50,1000,2014-05-30 154412_1065-HENK_LC_YQ.WAV,HENK,0.39,0.18,6.33,51.54,0.82,0.87,0.72,0.29,0.29,0.06,0.35,0.29,5.75,0.06,0.35,0.24,0.28,1.22,226.08,549.05,3.68,2.62,43.06,322.97,290.67,0.53,0.51,0.88,258.38,301.44,290.67,0.02,312.2,16.29,161.48,-3.49,10,0.68,0.27,0.1,0.69,0.82,43.06,0.42,0.1,0.3
I,NA,2014-05-30 154412_1065-HENK_LC_YQ_18.WAV,812,LR,2014-05-30 154412_1065-HENK_LC_YQ.txt,18,y,37.55270635,38.67580665,50,1000,2014-05-30 154412_1065-HENK_LC_YQ.WAV,HENK,0.34,0.19,4.34,25.31,0.87,0.87,0.76,0.4,0.26,0.06,0.53,0.48,5.31,0.06,0.09,0.03,0.21,1.12,172.25,462.92,4.22,2.74,172.25,290.67,215.31,0.33,0.43,0.81,193.78,366.03,204.55,-0.03,452.16,24.43,86.13,-24.43,5,0.34,0.17,0.09,0.55,0.81,172.25,0.39,0.1,0.25
I,2,2014-05-30 154412_1065-HENK_LC_YQ_20.WAV,616,LR,2014-05-30 154412_1065-HENK_LC_YQ.txt,20,y,42.98276157,43.88570869,50,1000,2014-05-30 154412_1065-HENK_LC_YQ.WAV,HENK,0.29,0.17,2.64,9.69,0.86,0.87,0.75,0.31,0.21,0.06,0.31,0.26,8.57,0.06,0.06,0,0.21,0.9,150.72,344.5,3.62,2.64,21.53,193.78,204.55,0.21,0.19,0.6,183.02,204.55,204.55,-0.13,290.67,15.13,86.13,-16.29,6,0.16,0.14,0.08,0.36,0.75,21.53,0.22,0.1,0.21
S,2,2014-05-30 154412_1065-HENK_LC_YQ_26.WAV,616,SI,2014-05-30 154412_1065-HENK_LC_YQ.txt,26,y,57.37995392,57.85603628,50,1000,2014-05-30 154412_1065-HENK_LC_YQ.WAV,HENK,0.31,0.19,3.23,17.8,0.87,0.87,0.75,0.38,0.23,0.06,0.35,0.29,11.75,0.06,0.06,0,0.28,0.48,96.89,409.09,4.57,3.9,75.36,312.2,258.38,0.46,0.15,0.32,204.55,279.91,258.38,0,301.44,19.78,75.36,-22.11,11,0.44,0.3,0.12,0.62,0.82,75.36,0.32,0.08,0.11
R,1,2014-06-11 063714_1068-BOBO_LC_YQ_17.WAV,16,HR,2014-06-11 063714_1068-BOBO_LC_YQ.txt,17,y,21.19065693,21.98209395,50,1000,2014-06-11 063714_1068-BOBO_LC_YQ.WAV,BOBO,0.65,0.14,3.07,12.43,0.87,0.87,0.76,0.38,0.52,0.06,0.9,0.85,5.74,0.06,0.06,0,0.74,0.79,285.29,742.83,5.42,4.65,53.83,457.54,694.38,0.55,0.24,0.51,662.09,715.91,689,0.11,802.04,6.47,183.02,-17.5,1,0.47,0.47,0.27,0.78,0.93,53.83,0.31,0.21,0.79
R,1,2014-06-11 063714_1068-BOBO_LC_YQ_18.WAV,152,HR,2014-06-11 063714_1068-BOBO_LC_YQ.txt,18,y,22.94413293,23.82087094,50,1000,2014-06-11 063714_1068-BOBO_LC_YQ.WAV,BOBO,0.65,0.18,3.44,20.58,0.92,0.87,0.8,0.49,0.56,0.06,0.97,0.92,5.28,0.35,0.06,-0.34,0.77,0.88,258.38,785.89,6.27,4.41,409.09,527.52,683.62,0.59,0.37,0.69,328.35,737.45,737.45,0.13,925.84,36.14,183.02,-31.19,5,0.56,0.43,0.11,0.85,0.92,409.09,0.43,0.2,0.78
R,1,2014-06-11 063714_1068-BOBO_LC_YQ_20.WAV,152,HR,2014-06-11 063714_1068-BOBO_LC_YQ.txt,20,y,26.69101218,27.59082224,50,1000,2014-06-11 063714_1068-BOBO_LC_YQ.WAV,BOBO,0.59,0.22,1.37,6.11,0.95,0.87,0.82,0.55,0.48,0.06,0.97,0.92,5.04,0.17,0.17,0,0.7,0.9,226.08,898.93,6.33,4.35,360.65,672.85,398.33,0.69,0.5,0.75,312.2,672.85,312.2,0.14,920.46,35,177.63,-28.91,3,0.95,0.35,0.11,0.92,0.97,360.65,0.56,0.19,0.71
R,1,2014-06-11 063714_1068-BOBO_LC_YQ_22.WAV,152,HR,2014-06-11 063714_1068-BOBO_LC_YQ.txt,22,y,30.85749225,31.86497189,50,1000,2014-06-11 063714_1068-BOBO_LC_YQ.WAV,BOBO,0.6,0.23,0.58,2.35,0.95,0.87,0.82,0.56,0.45,0.06,0.97,0.92,6.72,0.06,0.06,0,0.32,1.01,226.08,915.08,6.47,4.3,247.61,689,376.8,0.59,0.59,0.83,312.2,559.81,312.2,0.14,931.23,31.95,161.48,-30.05,3,0.94,0.33,0.11,0.93,0.96,247.61,0.6,0.18,0.66
R,1,2014-06-11 063714_1068-BOBO_LC_YQ_23.WAV,152,HR,2014-06-11 063714_1068-BOBO_LC_YQ.txt,23,y,33.0801,34.04143553,50,1000,2014-06-11 063714_1068-BOBO_LC_YQ.WAV,BOBO,0.58,0.24,0.97,3.94,0.94,0.87,0.82,0.53,0.46,0.06,0.97,0.92,7.96,0.06,0.68,0.65,0.32,0.96,258.38,958.14,6.49,4.52,247.61,699.77,382.18,0.81,0.47,0.75,312.2,559.81,306.82,0.53,968.91,33.47,172.25,-40.7,6,0.91,0.4,0.15,0.9,0.94,247.61,0.49,0.18,0.57
S,NA,2014-06-11 063714_1068-BOBO_LC_YQ_32.WAV,812,SI,2014-06-11 063714_1068-BOBO_LC_YQ.txt,32,y,47.69239387,48.59620708,50,1000,2014-06-11 063714_1068-BOBO_LC_YQ.WAV,BOBO,0.34,0.16,1.98,7.06,0.89,0.87,0.77,0.33,0.29,0.06,0.53,0.48,6.46,0.06,0.06,0,0.28,0.9,161.48,500.6,5.83,4.01,145.34,339.12,285.29,0.37,0.33,0.61,204.55,349.88,500.6,-0.05,500.6,23.2,96.89,-12.93,4,0.51,0.19,0.08,0.56,0.76,145.34,0.37,0.1,0.32
S,NA,2014-06-11 063714_1068-BOBO_LC_YQ_34.WAV,812,SI,2014-06-11 063714_1068-BOBO_LC_YQ.txt,34,y,50.07625984,50.91454442,50,1000,2014-06-11 063714_1068-BOBO_LC_YQ.WAV,BOBO,0.34,0.16,1.73,5.42,0.89,0.87,0.77,0.32,0.3,0.06,0.53,0.48,8.31,0.06,0.35,0.35,0.28,0.84,156.1,495.22,5.76,4.13,86.13,339.12,285.29,0.26,0.28,0.54,231.46,317.59,301.44,-0.04,500.6,23.58,96.89,-12.55,3,0.09,0.16,0.07,0.5,0.72,86.13,0.34,0.09,0.31
S,2,2014-06-11 063714_1068-BOBO_LC_YQ_40.WAV,812,SI,2014-06-11 063714_1068-BOBO_LC_YQ.txt,40,y,57.03197586,57.7125,50,1000,2014-06-11 063714_1068-BOBO_LC_YQ.WAV,BOBO,0.32,0.17,2.22,9.8,0.89,0.87,0.77,0.39,0.25,0.06,0.46,0.4,6.91,0.06,0.06,0,0.28,0.68,177.63,441.39,5.43,4.49,59.21,263.76,274.52,0.21,0.08,0.3,247.61,306.82,301.44,-0.4,317.59,12.55,53.83,-14.84,6,0.13,0.15,0.09,0.28,0.53,59.21,0.13,0.08,0.31
S,2,2014-06-11 063714_1068-BOBO_LC_YQ_46.WAV,616,SI,2014-06-11 063714_1068-BOBO_LC_YQ.txt,46,y,63.59273727,64.07403676,50,1000,2014-06-11 063714_1068-BOBO_LC_YQ.WAV,BOBO,0.31,0.16,2.12,8.27,0.88,0.87,0.77,0.38,0.24,0.06,0.68,0.62,5.59,0.42,0.24,-0.38,0.28,0.48,183.02,446.77,5.24,4.56,48.45,263.76,258.38,0.21,0.06,0.18,236.84,285.29,252.99,-0.46,296.06,6.47,80.74,-10.65,2,0.21,0.15,0.09,0.27,0.48,48.45,0.12,0.09,0.28
S,2,2014-06-11 063714_1068-BOBO_LC_YQ_50.WAV,812,SI,2014-06-11 063714_1068-BOBO_LC_YQ.txt,50,y,67.74549703,68.1406,50,1000,2014-06-11 063714_1068-BOBO_LC_YQ.WAV,BOBO,0.32,0.16,1.79,6.57,0.89,0.87,0.78,0.4,0.23,0.06,0.35,0.29,3.63,0.31,0.06,-0.65,0.24,0.4,183.02,500.6,5.38,5.23,59.21,317.59,252.99,0.19,0.04,0.14,231.46,290.67,247.61,-0.07,301.44,12.93,75.36,-13.69,7,0.19,0.15,0.07,0.26,0.44,59.21,0.11,0.07,0.25
R,1,2014-06-18 051408_1069-HENK_LC_YQ_11.WAV,16,LR,2014-06-18 051408_1069-HENK_LC_YQ.txt,11,y,16.4591353,17.82758313,50,1000,2014-06-18 051408_1069-HENK_LC_YQ.WAV,HENK,0.51,0.16,5.19,37.17,0.79,0.87,0.69,0.18,0.42,0.06,0.86,0.81,6.14,0.17,0.06,-0.08,0.47,1.37,366.03,484.45,3.56,2.39,53.83,118.42,462.92,0.62,0.43,0.85,419.86,473.69,484.45,0.17,516.75,31.42,215.31,-29.09,5,0.63,0.38,0.22,0.7,0.84,53.83,0.32,0.15,0.48
I,NA,2014-06-18 051408_1069-HENK_LC_YQ_13.WAV,812,LR,2014-06-18 051408_1069-HENK_LC_YQ.txt,13,y,21.69676391,23.07055725,50,1000,2014-06-18 051408_1069-HENK_LC_YQ.WAV,HENK,0.42,0.21,3.42,21.52,0.9,0.87,0.78,0.43,0.33,0.06,0.75,0.7,9.37,0.06,0.06,0,0.36,1.37,183.02,678.23,4.86,2.71,129.19,495.22,258.38,0.72,0.86,1.15,226.08,355.27,226.08,0.28,473.69,33.74,96.89,-23.27,12,0.82,0.21,0.07,0.84,0.91,129.19,0.63,0.1,0.37
I,NA,2014-06-18 051408_1069-HENK_LC_YQ_15.WAV,812,LR,2014-06-18 051408_1069-HENK_LC_YQ.txt,15,y,24.47352051,25.97560583,50,1000,2014-06-18 051408_1069-HENK_LC_YQ.WAV,HENK,0.42,0.22,4.94,38.68,0.89,0.88,0.78,0.42,0.34,0.06,0.97,0.92,7.36,0.06,0.06,0,0.32,1.5,193.78,678.23,4.66,2.47,107.66,484.45,258.38,0.83,0.33,1.24,226.08,333.73,215.31,-0.04,473.69,33.74,161.48,-23.27,4,0.86,0.64,0.09,0.86,0.93,107.66,0.22,0.1,0.34
I,2,2014-06-18 051408_1069-HENK_LC_YQ_18.WAV,616,LR,2014-06-18 051408_1069-HENK_LC_YQ.txt,18,y,30.77204009,31.82510346,50,1000,2014-06-18 051408_1069-HENK_LC_YQ.WAV,HENK,0.29,0.2,2.03,7.34,0.89,0.87,0.77,0.37,0.2,0.06,0.42,0.37,10.4,0.06,0.35,0.28,0.21,1.05,139.95,279.91,3.39,2.82,21.53,139.95,215.31,0.19,0.17,0.67,193.78,215.31,215.31,-0.15,279.91,17.45,53.83,-16.29,6,0.17,0.15,0.1,0.31,0.73,21.53,0.16,0.07,0.21
I,2,2014-06-18 051408_1069-HENK_LC_YQ_20.WAV,616,LR,2014-06-18 051408_1069-HENK_LC_YQ.txt,20,y,36.55482488,37.43148677,50,1000,2014-06-18 051408_1069-HENK_LC_YQ.WAV,HENK,0.28,0.2,2.02,7.1,0.88,0.87,0.77,0.36,0.18,0.06,0.31,0.26,7.14,0.06,0.06,0,0.21,0.88,107.66,312.2,3.39,2.77,10.77,204.55,215.31,0.17,0.15,0.52,204.55,215.31,215.31,-0.19,269.14,13.96,53.83,-11.64,2,0.12,0.11,0.06,0.28,0.66,10.77,0.17,0.07,0.22
I,2,2014-06-18 051408_1069-HENK_LC_YQ_21.WAV,616,LR,2014-06-18 051408_1069-HENK_LC_YQ.txt,21,y,39.18167079,40.18662467,50,628,2014-06-18 051408_1069-HENK_LC_YQ.WAV,HENK,0.21,0.11,1.25,3.51,0.91,0.87,0.79,0.44,0.15,0.06,0.35,0.29,8.38,0.24,0.35,0.11,0.21,1.01,86.13,269.14,3.84,2.89,32.3,183.02,193.78,0.19,0.35,0.61,161.48,193.78,193.78,-0.03,247.61,15.13,53.83,-15.13,10,0.13,0.12,0.06,0.47,0.68,32.3,0.35,0.06,0.2
S,2,2014-06-18 051408_1069-HENK_LC_YQ_25.WAV,616,SI,2014-06-18 051408_1069-HENK_LC_YQ.txt,25,y,47.20611983,47.45430646,50,692,2014-06-18 051408_1069-HENK_LC_YQ.WAV,HENK,0.2,0.11,2.05,6.28,0.82,0.89,0.73,0.29,0.17,0.06,0.24,0.18,9.4,0.06,0.24,0.74,0.21,0.25,86.13,236.84,3.97,3.55,107.66,150.72,172.25,0.42,0.06,0.15,107.66,215.31,215.31,-0.09,215.31,15.13,75.36,-15.13,5,0.31,0.31,0.15,0.58,0.77,107.66,0.27,0.07,0.11
S,2,2014-07-09 070126_1096-KATMANDUN_LC_YQ_25.WAV,616,SI,2014-07-09 070126_1096-KATMANDUN_LC_YQ.txt,25,y,33.96545672,34.6986,50,1000,2014-07-09 070126_1096-KATMANDUN_LC_YQ.WAV,KATMANDUN,0.28,0.16,3.2,13.27,0.84,0.87,0.73,0.31,0.21,0.06,0.39,0.33,4.11,0.06,0.17,0.15,0.21,0.73,139.95,306.82,5.18,3.38,53.83,166.87,204.55,0.39,0.15,0.51,183.02,236.84,204.55,-0.19,312.2,9.21,80.74,-1.02,1,0.38,0.3,0.1,0.51,0.8,53.83,0.2,0.1,0.3
R,NA,2014-07-09 130740_1098-KATMANDUN_LC_YQ_24.WAV,812,LR,2014-07-09 130740_1098-KATMANDUN_LC_YQ.txt,24,y,26.79066372,27.5569445,50,1000,2014-07-09 130740_1098-KATMANDUN_LC_YQ.WAV,KATMANDUN,0.33,0.1,5.17,37.03,0.78,0.87,0.68,0.13,0.34,0.06,0.42,0.37,9.4,0.06,0.06,0,0.4,0.77,183.02,398.33,4.12,2.89,172.25,215.31,301.44,0.73,0.27,0.44,215.31,387.56,204.55,-0.01,419.86,25.66,161.48,-20.85,19,0.81,0.45,0.27,0.81,0.85,172.25,0.35,0.1,0.39
I,NA,2014-07-09 130740_1098-KATMANDUN_LC_YQ_28.WAV,616,IN,2014-07-09 130740_1098-KATMANDUN_LC_YQ.txt,28,y,30.49174048,31.23559354,50,1000,2014-07-09 130740_1098-KATMANDUN_LC_YQ.WAV,KATMANDUN,0.31,0.11,3.94,21.58,0.78,0.87,0.68,0.15,0.3,0.06,0.39,0.33,3,0.31,0.06,-0.35,0.32,0.74,183.02,355.27,4.2,2.49,118.42,172.25,279.91,0.65,0.33,0.57,215.31,333.73,204.55,-0.12,344.5,38.49,86.13,-16.04,8,0.8,0.35,0.08,0.8,0.85,118.42,0.45,0.09,0.35
S,2,2014-07-10 061620_1105-KATMANDUN_LC_YQ_30.WAV,616,SI,2014-07-10 061620_1105-KATMANDUN_LC_YQ.txt,30,y,41.1588826,41.9681,50,1000,2014-07-10 061620_1105-KATMANDUN_LC_YQ.WAV,KATMANDUN,0.32,0.17,1.61,5.21,0.9,0.87,0.78,0.4,0.25,0.06,0.39,0.33,6,0.06,0.06,0,0.24,0.81,161.48,436.01,5.51,4.01,69.98,274.52,236.84,0.21,0.14,0.51,204.55,274.52,215.31,-0.04,306.82,12.55,80.74,-8.75,3,0.21,0.16,0.09,0.34,0.73,69.98,0.18,0.08,0.29
S,2,2014-07-10 061620_1105-KATMANDUN_LC_YQ_34.WAV,812,SI,2014-07-10 061620_1105-KATMANDUN_LC_YQ.txt,34,y,45.85825129,46.5875,50,1000,2014-07-10 061620_1105-KATMANDUN_LC_YQ.WAV,KATMANDUN,0.3,0.16,1.63,4.87,0.88,0.87,0.76,0.3,0.25,0.06,0.46,0.4,7.27,0.06,0.06,0,0.24,0.73,161.48,441.39,5.31,4.35,53.83,279.91,247.61,0.16,0.2,0.42,215.31,269.14,252.99,-0.25,446.77,11.79,69.98,-12.55,6,0.1,0.1,0.06,0.37,0.65,53.83,0.27,0.06,0.25
I,2,2014-07-10 061620_1105-KATMANDUN_LC_YQ_62.WAV,616,SI,2014-07-10 061620_1105-KATMANDUN_LC_YQ.txt,62,y,77.58810333,77.92079824,50,1000,2014-07-10 061620_1105-KATMANDUN_LC_YQ.WAV,KATMANDUN,0.26,0.14,2.26,8.21,0.83,0.87,0.73,0.25,0.21,0.06,0.31,0.26,4.43,0.24,0.06,-0.55,0.28,0.33,102.27,430.63,5.04,4.7,48.45,328.35,269.14,0.26,0.07,0.17,231.46,279.91,279.91,0,279.91,14.84,64.59,-10.65,1,0.17,0.17,0.04,0.39,0.57,48.45,0.22,0.06,0.14
S,2,2014-07-10 063128_1107-KATMANDUN_LC_YQ_22.WAV,812,SI,2014-07-10 063128_1107-KATMANDUN_LC_YQ.txt,22,y,31.5648322,32.45659687,50,1000,2014-07-10 063128_1107-KATMANDUN_LC_YQ.WAV,KATMANDUN,0.33,0.19,3.32,14.24,0.85,0.87,0.74,0.34,0.26,0.06,0.5,0.44,3.5,0.06,0.06,0,0.21,0.89,183.02,430.63,4.23,2.65,53.83,247.61,226.08,0.34,0.18,0.56,204.55,258.38,226.08,-0.17,473.69,33.74,161.48,-20.94,3,0.31,0.25,0.13,0.45,0.77,53.83,0.2,0.1,0.36
R,1,2014-07-10 063128_1107-KATMANDUN_LC_YQ_26.WAV,16,LR,2014-07-10 063128_1107-KATMANDUN_LC_YQ.txt,26,y,36.1595171,37.05128176,50,1000,2014-07-10 063128_1107-KATMANDUN_LC_YQ.WAV,KATMANDUN,0.44,0.13,2.63,9.39,0.84,0.87,0.73,0.26,0.42,0.09,0.53,0.44,6.92,0.24,0.28,0.04,0.47,0.89,215.31,495.22,4.31,2.84,75.36,279.91,430.63,0.75,0.11,0.71,387.56,462.92,441.39,-0.23,538.28,31.42,183.02,-25.6,6,0.75,0.72,0.11,0.84,0.92,75.36,0.13,0.15,0.54
R,1,2014-07-10 063128_1107-KATMANDUN_LC_YQ_32.WAV,16,HR,2014-07-10 063128_1107-KATMANDUN_LC_YQ.txt,32,y,43.07180871,43.95887988,50,1000,2014-07-10 063128_1107-KATMANDUN_LC_YQ.WAV,KATMANDUN,0.47,0.14,2.53,9.75,0.87,0.87,0.76,0.32,0.42,0.06,0.57,0.51,5.57,0.35,0.28,-0.08,0.47,0.89,226.08,516.75,4.46,2.96,75.36,290.67,430.63,0.77,0.57,0.73,398.33,473.69,473.69,-0.2,624.41,31.42,204.55,-25.6,7,0.78,0.19,0.09,0.85,0.93,75.36,0.66,0.18,0.62
