meanfreq,sd,skew,kurt,sp.ent,time.ent,entropy,sfm,meandom,mindom,maxdom,dfrange,modindx,startdom,enddom,dfslope,meanpeakf,Delta.Time.s,Freq.5%.Hz,Freq.95%.Hz,Agg.Entropy.bits,Avg.Entropy.bits,BW.50%.Hz,BW.90%.Hz,Center.Freq.Hz,Center.Time.Rel.,Dur.50%.s,Dur.90%.s,Freq.25%.Hz,Freq.75%.Hz,Peak.Freq.Hz,PFC.Avg.Slope.Hz/ms,PFC.Max.Freq.Hz,PFC.Max.Slope.Hz/ms,PFC.Min.Freq.Hz,PFC.Min.Slope.Hz/ms,PFC.Num.Inf.Pts,Peak.Time.Relative,Time.25%.Rel.,Time.5%.Rel.,Time.75%.Rel.,Time.95%.Rel.,Freq_IQR,Time_IQR,F0_min,F0_max,Pulse.Type,member_V1,member_V2,Typicality(d),Cluster,Typical,Atypical,Cluster_Typical,Cluster_Atypical
0.46,0.15,2.9,13.56,0.86,0.87,0.75,0.31,0.43,0.06,0.64,0.59,3.56,0.06,0.53,0.48,0.51,0.99,199.16,602.88,6.25,3.62,145.34,403.71,446.77,0.7,0.52,0.85,355.27,500.6,479.07,0.44,592.11,17.12,166.87,-5.33,2,0.54,0.38,0.1,0.91,0.97,145.34,0.54,0.18,0.55,HR,0.999296027,0.000703973,0.998592054,1,TRUE,FALSE,1,NA
0.45,0.19,2.32,8.39,0.89,0.87,0.77,0.39,0.38,0.2,0.53,0.33,4.67,0.24,0.39,0.16,0.4,0.91,236.84,473.69,4.82,3,107.66,236.84,366.03,0.69,0.36,0.72,312.2,419.86,355.27,0.22,473.69,29.67,183.02,-31.42,8,0.79,0.4,0.12,0.8,0.9,107.66,0.4,0.19,0.45,HR,0.997634643,0.002365357,0.995269286,1,TRUE,FALSE,1,NA
0.48,0.18,1.19,3.69,0.93,0.87,0.81,0.47,0.41,0.13,0.9,0.77,6.52,0.35,0.39,0.03,0.32,1.07,258.38,721.3,5.4,3.39,215.31,462.92,366.03,0.45,0.27,0.74,312.2,527.52,301.44,0.23,807.42,82.03,107.66,-57.6,6,0.42,0.36,0.2,0.61,0.9,215.31,0.25,0.12,0.46,HR,0.996532393,0.003467607,0.993064787,1,TRUE,FALSE,1,NA
0.45,0.2,2.01,6.32,0.9,0.87,0.78,0.41,0.37,0.13,0.86,0.73,8.05,0.13,0.75,0.6,0.32,1.04,247.61,861.25,4.84,3.2,118.42,613.64,344.5,0.59,0.42,0.78,301.44,419.86,333.73,0.24,861.25,69.81,107.66,-69.81,8,0.86,0.41,0.13,0.82,0.89,118.42,0.41,0.13,0.43,HR,0.998556792,0.001443208,0.997113584,1,TRUE,FALSE,1,NA
0.47,0.17,2.87,12.9,0.88,0.87,0.76,0.37,0.45,0.06,0.94,0.88,10.42,0.06,0.35,0.27,0.51,1.08,231.46,543.66,6.04,3.54,145.34,312.2,376.8,0.66,0.78,0.95,322.97,468.31,242.23,-0.08,532.9,3.04,231.46,-11.03,5,0.11,0.18,0.08,0.91,0.96,145.34,0.72,0.21,0.53,HR,0.996044211,0.003955789,0.992088422,1,TRUE,FALSE,1,NA
0.43,0.19,1.42,4.58,0.92,0.87,0.8,0.49,0.4,0.06,0.86,0.81,12.5,0.06,0.39,0.31,0.36,1.06,215.31,791.27,6.2,4.17,113.04,575.96,349.88,0.66,0.72,0.88,290.67,403.71,344.5,0.54,812.81,35.38,161.48,-7.61,7,0.92,0.22,0.11,0.91,0.95,113.04,0.69,0.15,0.54,HR,0.997791114,0.002208886,0.995582229,1,TRUE,FALSE,1,NA
0.59,0.13,3.3,14.12,0.86,0.87,0.75,0.32,0.56,0.06,0.75,0.7,5.68,0.06,0.42,0.39,0.62,0.95,333.73,683.62,5.9,4.63,172.25,349.88,586.73,0.68,0.3,0.5,441.39,613.64,592.11,0.16,651.32,23.58,215.31,-15.6,5,0.52,0.55,0.41,0.86,0.94,172.25,0.32,0.21,0.65,HR,0.999658042,0.000341958,0.999316085,1,TRUE,FALSE,1,NA
0.59,0.15,2.62,12.48,0.9,0.87,0.78,0.38,0.54,0.06,0.72,0.66,5.61,0.06,0.46,0.55,0.58,0.74,322.97,726.68,6.33,4.99,231.46,403.71,559.81,0.76,0.24,0.51,403.71,635.17,414.48,0.24,683.62,24.73,231.46,-11.03,5,0.84,0.51,0.22,0.84,0.92,231.46,0.33,0.23,0.68,HR,0.99978479,0.00021521,0.99956958,1,TRUE,FALSE,1,NA
0.58,0.09,6.22,46.87,0.73,0.87,0.63,0.16,0.49,0.06,0.72,0.66,12,0.06,0.35,0.26,0.62,1.12,473.69,608.26,3.62,3.8,16.15,134.57,597.49,0.54,0.21,0.5,586.73,602.88,597.49,0.06,608.26,24.35,220.7,-10.65,4,0.49,0.46,0.37,0.65,0.82,16.15,0.19,0.23,0.61,HR,0.988987577,0.011012423,0.977975153,1,TRUE,FALSE,1,NA
0.52,0.19,2.26,8.87,0.92,0.87,0.8,0.49,0.4,0.06,0.72,0.66,14.56,0.06,0.28,0.19,0.4,1.16,236.84,705.15,6.21,4.2,172.25,468.31,366.03,0.77,0.55,0.98,274.52,446.77,269.14,0.04,549.05,22.44,226.08,-17.12,8,0.91,0.43,0.1,0.91,0.95,172.25,0.48,0.22,0.44,HR,0.998641667,0.001358333,0.997283333,1,TRUE,FALSE,1,NA
0.51,0.2,1.66,5.97,0.93,0.87,0.81,0.53,0.39,0.06,0.72,0.66,13.94,0.06,0.31,0.23,0.32,1.1,236.84,683.62,6.13,4.34,242.23,446.77,339.12,0.71,0.71,0.91,285.29,527.52,274.52,0.07,538.28,19.78,215.31,-17.5,7,0.92,0.25,0.11,0.91,0.95,242.23,0.66,0.18,0.44,HR,0.997418853,0.002581147,0.994837707,1,TRUE,FALSE,1,NA
0.41,0.15,2.74,11.94,0.89,0.87,0.78,0.38,0.32,0.06,0.94,0.88,7.54,0.24,0.94,0.68,0.36,1.03,188.4,436.01,5.39,4.24,96.89,247.61,344.5,0.74,0.11,0.34,269.14,366.03,371.41,-0.45,656.7,10.65,172.25,-9.51,4,0.71,0.71,0.58,0.82,0.92,96.89,0.11,0.17,0.66,HR,0.975302457,0.024697543,0.950604914,1,FALSE,FALSE,NA,NA
0.68,0.17,2.22,9.21,0.91,0.87,0.78,0.43,0.6,0.06,0.97,0.92,9.4,0.2,0.68,0.72,0.7,0.66,425.24,866.63,5.84,4.79,69.98,441.39,678.23,0.8,0.07,0.51,635.17,705.15,689,0.49,872.02,15.6,215.31,-11.41,3,0.8,0.74,0.15,0.85,0.93,69.98,0.11,0.25,0.88,HR,0.998642548,0.001357452,0.997285095,1,TRUE,FALSE,1,NA
0.53,0.1,2.43,8.29,0.83,0.87,0.72,0.19,0.45,0.06,0.64,0.59,7.88,0.06,0.06,0,0.55,1.06,322.97,586.73,4.91,4.03,37.68,263.76,500.6,0.77,0.07,0.27,495.22,532.9,495.22,0.29,651.32,15.98,220.7,-12.93,6,0.8,0.73,0.64,0.8,0.89,37.68,0.07,0.16,0.65,HR,0.988622313,0.011377687,0.977244626,1,TRUE,FALSE,1,NA
0.49,0.15,1.55,4.45,0.89,0.87,0.78,0.38,0.43,0.06,0.94,0.88,7.17,0.2,0.06,-0.16,0.51,0.9,204.55,608.26,5.97,3.79,134.57,403.71,468.31,0.87,0.59,0.76,376.8,511.37,489.84,0.23,619.02,9.13,166.87,-5.71,1,0.9,0.24,0.1,0.9,0.95,134.57,0.67,0.2,0.62,HR,0.998599071,0.001400929,0.997198143,1,TRUE,FALSE,1,NA
0.53,0.12,2.12,8.05,0.88,0.87,0.76,0.29,0.47,0.06,0.94,0.88,15.58,0.06,0.06,0,0.51,1.12,231.46,640.56,5.81,4.3,80.74,409.09,479.07,0.68,0.45,0.85,430.63,511.37,473.69,0.03,710.53,14.46,209.93,-12.55,8,0.73,0.33,0.06,0.73,0.82,80.74,0.41,0.18,0.71,HR,0.99776229,0.00223771,0.995524581,1,TRUE,FALSE,1,NA
0.45,0.08,4.53,27.03,0.77,0.87,0.67,0.12,0.4,0.06,0.53,0.48,4.31,0.06,0.06,0,0.47,0.99,312.2,495.22,3.54,2.75,32.3,183.02,462.92,0.42,0.12,0.48,441.39,473.69,473.69,0.1,516.75,36.41,139.95,-26.97,5,0.45,0.37,0.25,0.49,0.74,32.3,0.12,0.18,0.49,HR,0.871538957,0.128461043,0.743077914,1,FALSE,TRUE,NA,1
0.57,0.1,3.21,13.21,0.78,0.87,0.68,0.17,0.56,0.06,0.94,0.88,4.88,0.57,0.46,-0.14,0.55,0.78,376.8,828.95,4.94,2.83,96.89,452.16,527.52,0.56,0.45,0.51,473.69,570.58,516.75,-0.07,613.64,11.87,366.03,-11.87,4,0.35,0.37,0.31,0.94,0.97,96.89,0.58,0.41,0.62,HR,0.997641962,0.002358038,0.995283923,1,TRUE,FALSE,1,NA
0.6,0.15,3.11,17.1,0.9,0.87,0.78,0.41,0.36,0.06,0.72,0.66,12.44,0.06,0.42,0.48,0.7,0.77,398.33,839.72,5.14,3.38,215.31,441.39,473.69,0.95,0.14,0.59,430.63,645.94,452.16,0.22,732.06,19.78,236.84,-13.85,9,0.96,0.79,0.21,0.96,0.98,215.31,0.18,0.28,0.7,HR,0.999484832,0.000515168,0.998969664,1,TRUE,FALSE,1,NA
0.51,0.14,2.69,13.57,0.88,0.87,0.77,0.31,0.53,0.06,0.97,0.92,10.52,0.06,0.68,0.68,0.4,0.92,322.97,645.94,4.86,3.38,129.19,322.97,398.33,0.94,0.24,0.68,376.8,505.98,387.56,0.21,656.7,57.36,193.78,-47.47,12,0.95,0.69,0.22,0.95,0.97,129.19,0.26,0.22,0.62,HR,0.999590409,0.000409591,0.999180818,1,TRUE,FALSE,1,NA
0.58,0.13,2.01,6.45,0.88,0.87,0.76,0.3,0.53,0.06,0.94,0.88,11.29,0.06,0.39,0.42,0.47,0.79,355.27,775.13,5.49,3.68,183.02,419.86,538.28,0.46,0.45,0.64,441.39,624.41,624.41,0.12,721.3,41.54,236.84,-47.47,14,0.43,0.37,0.17,0.93,0.97,183.02,0.57,0.24,0.72,HR,0.999707949,0.000292051,0.999415898,1,TRUE,FALSE,1,NA
0.56,0.14,4.34,25.71,0.87,0.87,0.76,0.32,0.48,0.06,0.94,0.88,11.58,0.06,0.35,0.28,0.58,1.04,279.91,667.47,5.12,3.11,236.84,387.56,484.45,0.73,0.41,0.82,344.5,581.34,581.34,0.06,656.7,27.93,215.31,-24.43,5,0.49,0.47,0.11,0.86,0.91,236.84,0.4,0.2,0.65,HR,0.999806115,0.000193885,0.999612231,1,TRUE,FALSE,1,NA
0.46,0.19,3.6,19.77,0.86,0.87,0.75,0.3,0.35,0.06,0.75,0.7,22.47,0.24,0.35,0.09,0.36,1.17,269.14,656.7,3.91,2.92,43.06,387.56,312.2,0.81,0.07,0.93,301.44,344.5,312.2,0.07,699.77,38.4,226.08,-37.23,8,0.82,0.77,0.13,0.83,0.93,43.06,0.06,0.22,0.38,HR,0.984140596,0.015859404,0.968281191,1,FALSE,FALSE,NA,NA
0.39,0.18,6.33,51.54,0.82,0.87,0.72,0.29,0.29,0.06,0.35,0.29,5.75,0.06,0.35,0.24,0.28,1.22,226.08,549.05,3.68,2.62,43.06,322.97,290.67,0.53,0.51,0.88,258.38,301.44,290.67,0.02,312.2,16.29,161.48,-3.49,10,0.68,0.27,0.1,0.69,0.82,43.06,0.42,0.1,0.3,HR,0.68323037,0.31676963,0.36646074,1,FALSE,TRUE,NA,1
0.65,0.14,3.07,12.43,0.87,0.87,0.76,0.38,0.52,0.06,0.9,0.85,5.74,0.06,0.06,0,0.74,0.79,285.29,742.83,5.42,4.65,53.83,457.54,694.38,0.55,0.24,0.51,662.09,715.91,689,0.11,802.04,6.47,183.02,-17.5,1,0.47,0.47,0.27,0.78,0.93,53.83,0.31,0.21,0.79,HR,0.998321769,0.001678231,0.996643538,1,TRUE,FALSE,1,NA
0.65,0.18,3.44,20.58,0.92,0.87,0.8,0.49,0.56,0.06,0.97,0.92,5.28,0.35,0.06,-0.34,0.77,0.88,258.38,785.89,6.27,4.41,409.09,527.52,683.62,0.59,0.37,0.69,328.35,737.45,737.45,0.13,925.84,36.14,183.02,-31.19,5,0.56,0.43,0.11,0.85,0.92,409.09,0.43,0.2,0.78,HR,0.998891434,0.001108566,0.997782869,1,TRUE,FALSE,1,NA
0.59,0.19,2.45,10.31,0.93,0.87,0.81,0.51,0.52,0.06,0.97,0.92,8.56,0.06,0.57,0.6,0.7,0.86,252.99,721.3,6.01,4.37,376.8,468.31,532.9,0.73,0.33,0.68,317.59,694.38,312.2,0.17,721.3,6.47,166.87,-13.31,1,0.93,0.53,0.15,0.92,0.95,376.8,0.38,0.18,0.72,HR,0.999211171,0.000788829,0.998422342,1,TRUE,FALSE,1,NA
0.59,0.22,1.37,6.11,0.95,0.87,0.82,0.55,0.48,0.06,0.97,0.92,5.04,0.17,0.17,0,0.7,0.9,226.08,898.93,6.33,4.35,360.65,672.85,398.33,0.69,0.5,0.75,312.2,672.85,312.2,0.14,920.46,35,177.63,-28.91,3,0.95,0.35,0.11,0.92,0.97,360.65,0.56,0.19,0.71,HR,0.999124894,0.000875106,0.998249789,1,TRUE,FALSE,1,NA
0.58,0.23,0.61,2.29,0.95,0.87,0.82,0.56,0.44,0.06,0.97,0.92,7.2,0.06,0.06,0,0.32,0.98,274.52,915.08,6.12,4.33,231.46,640.56,333.73,0.87,0.5,0.76,306.82,538.28,306.82,0.11,963.52,33.85,183.02,-43.36,5,0.91,0.41,0.16,0.91,0.94,231.46,0.51,0.19,0.62,HR,0.999089807,0.000910193,0.998179613,1,TRUE,FALSE,1,NA
0.6,0.23,0.58,2.35,0.95,0.87,0.82,0.56,0.45,0.06,0.97,0.92,6.72,0.06,0.06,0,0.32,1.01,226.08,915.08,6.47,4.3,247.61,689,376.8,0.59,0.59,0.83,312.2,559.81,312.2,0.14,931.23,31.95,161.48,-30.05,3,0.94,0.33,0.11,0.93,0.96,247.61,0.6,0.18,0.66,HR,0.998550384,0.001449616,0.997100769,1,TRUE,FALSE,1,NA
0.58,0.24,0.97,3.94,0.94,0.87,0.82,0.53,0.46,0.06,0.97,0.92,7.96,0.06,0.68,0.65,0.32,0.96,258.38,958.14,6.49,4.52,247.61,699.77,382.18,0.81,0.47,0.75,312.2,559.81,306.82,0.53,968.91,33.47,172.25,-40.7,6,0.91,0.4,0.15,0.9,0.94,247.61,0.49,0.18,0.57,HR,0.999348901,0.000651099,0.998697802,1,TRUE,FALSE,1,NA
0.5,0.22,1.88,6.6,0.93,0.87,0.81,0.43,0.46,0.06,0.94,0.88,4.67,0.06,0.2,0.13,0.32,1.11,231.46,904.31,6.29,4.26,150.72,672.85,349.88,0.49,0.25,0.79,301.44,452.16,349.88,0.17,925.84,31.95,161.48,-35.38,4,0.53,0.38,0.17,0.61,0.9,150.72,0.23,0.17,0.46,HR,0.998061869,0.001938131,0.996123738,1,TRUE,FALSE,1,NA
0.48,0.21,2.23,7.65,0.9,0.87,0.78,0.35,0.35,0.06,0.75,0.7,4.53,0.06,0.35,0.25,0.32,1.17,263.76,791.27,5.74,4,113.04,527.52,322.97,0.48,0.38,0.71,290.67,403.71,279.91,0.13,689,27.39,161.48,-25.11,6,0.38,0.38,0.26,0.72,0.88,113.04,0.33,0.17,0.41,HR,0.997235641,0.002764359,0.994471282,1,TRUE,FALSE,1,NA
0.44,0.07,2.62,10.27,0.83,0.88,0.73,0.2,0.41,0.06,0.57,0.51,9.14,0.06,0.06,0,0.43,1.49,236.84,505.98,4.36,2.52,53.83,269.14,430.63,0.45,0.26,1.19,409.09,462.92,462.92,0.1,538.28,31.42,107.66,-26.76,4,0.43,0.41,0.12,0.58,0.93,53.83,0.17,0.11,0.54,HR,0.932274348,0.067725652,0.864548695,1,FALSE,FALSE,NA,NA
0.45,0.17,1.97,7.93,0.91,0.87,0.79,0.46,0.36,0.06,0.64,0.59,3.88,0.2,0.06,-0.2,0.4,0.72,193.78,527.52,5.01,3.8,183.02,333.73,301.44,0.76,0.5,0.57,226.08,409.09,204.55,0.03,592.11,20.85,150.72,-33.68,15,0.1,0.13,0.08,0.85,0.89,183.02,0.71,0.13,0.55,HR,0.942862087,0.057137913,0.885724174,1,FALSE,FALSE,NA,NA
0.45,0.15,2.96,13.21,0.88,0.87,0.77,0.38,0.4,0.06,0.68,0.62,5.18,0.28,0.06,-0.26,0.43,0.85,215.31,495.22,4.22,2.9,118.42,279.91,430.63,0.75,0.57,0.69,344.5,462.92,462.92,0.05,624.41,30.25,193.78,-18.62,9,0.76,0.15,0.07,0.84,0.89,118.42,0.68,0.18,0.63,HR,0.996234176,0.003765824,0.992468351,1,TRUE,FALSE,1,NA
0.47,0.14,2.53,9.75,0.87,0.87,0.76,0.32,0.42,0.06,0.57,0.51,5.57,0.35,0.28,-0.08,0.47,0.89,226.08,516.75,4.46,2.96,75.36,290.67,430.63,0.77,0.57,0.73,398.33,473.69,473.69,-0.2,624.41,31.42,204.55,-25.6,7,0.78,0.19,0.09,0.85,0.93,75.36,0.66,0.18,0.62,HR,0.997787758,0.002212242,0.995575516,1,TRUE,FALSE,1,NA
0.44,0.14,2.84,12.74,0.87,0.87,0.75,0.29,0.42,0.06,0.64,0.59,6.19,0.39,0.06,-0.4,0.47,0.83,183.02,516.75,4.48,3.11,118.42,333.73,430.63,0.73,0.6,0.68,333.73,452.16,430.63,-0.16,570.58,41.89,150.72,-40.14,15,0.11,0.13,0.07,0.86,0.9,118.42,0.73,0.18,0.57,HR,0.983472869,0.016527131,0.966945737,1,FALSE,FALSE,NA,NA
0.42,0.19,5.36,35.21,0.73,0.87,0.64,0.15,0.4,0.06,0.97,0.92,5.48,0.2,0.31,0.11,0.36,1.02,312.2,366.03,2.92,2.55,21.53,53.83,344.5,0.56,0.22,0.43,333.73,355.27,355.27,0.02,872.02,102.97,236.84,-95.99,11,0.68,0.45,0.35,0.67,0.77,21.53,0.21,0.27,0.36,HR,0.962393688,0.037606312,0.924787377,1,FALSE,FALSE,NA,NA
0.56,0.14,2.07,7.01,0.89,0.87,0.78,0.37,0.51,0.06,0.75,0.7,5.47,0.06,0.35,0.35,0.55,0.85,301.44,710.53,5.26,3.24,204.55,409.09,527.52,0.38,0.38,0.61,355.27,559.81,549.05,0.19,710.53,21.58,118.42,-19.78,9,0.36,0.35,0.17,0.8,0.89,204.55,0.45,0.19,0.7,HR,0.999588926,0.000411074,0.999177853,1,TRUE,FALSE,1,NA
0.62,0.22,2.3,11.73,0.93,0.87,0.8,0.5,0.56,0.06,0.97,0.92,7.44,0.06,0.86,1.05,0.4,0.77,333.73,925.84,4.71,3.39,290.67,592.11,376.8,0.85,0.06,0.5,355.27,645.94,366.03,0.79,990.44,76.79,247.61,-94.25,10,0.85,0.82,0.3,0.89,0.96,290.67,0.07,0.26,0.66,HR,0.998212487,0.001787513,0.996424974,1,TRUE,FALSE,1,NA
0.81,0.26,2.5,9.85,0.91,0.87,0.79,0.47,0.69,0.06,1.38,1.32,13.25,0.2,0.39,0.24,0.36,0.78,226.08,1001.2,5.71,4.23,538.28,775.13,441.39,0.84,0.3,0.68,344.5,882.78,333.73,0.16,1001.2,90.76,183.02,-90.76,12,0.88,0.49,0.08,0.88,0.97,538.28,0.39,0.21,0.99,HR,0.997348324,0.002651676,0.994696647,1,TRUE,FALSE,1,NA
0.64,0.22,2,8.78,0.93,0.87,0.81,0.51,0.5,0.06,0.97,0.92,9.28,0.06,0.35,0.38,0.36,0.78,226.08,958.14,5.19,3.39,527.52,732.06,355.27,0.89,0.07,0.68,322.97,850.48,333.73,0.29,990.44,73.3,118.42,-80.28,8,0.9,0.82,0.1,0.91,0.98,527.52,0.1,0.22,0.66,HR,0.996401625,0.003598375,0.992803251,1,TRUE,FALSE,1,NA
0.77,0.26,4.03,28.23,0.92,0.87,0.8,0.43,0.67,0.06,1.45,1.4,13.76,0.06,1.05,1.13,0.92,0.88,252.99,1065.8,6.82,4.84,543.66,812.81,586.73,0.79,0.65,0.79,366.03,909.7,258.38,0.29,947.38,8.37,258.38,-20.54,5,0.07,0.16,0.05,0.92,0.97,543.66,0.75,0.26,0.95,HR,0.993751737,0.006248263,0.987503473,1,TRUE,FALSE,1,NA
0.72,0.26,2.94,15.46,0.92,0.87,0.8,0.48,0.62,0.06,1.41,1.36,10.86,0.06,0.35,0.29,0.85,1.03,247.61,990.44,5.81,4.26,484.45,742.83,516.75,0.82,0.38,0.83,344.5,828.95,344.5,0.06,1011.97,66.08,172.25,-60.69,17,0.87,0.49,0.12,0.87,0.94,484.45,0.38,0.19,0.85,HR,0.998536035,0.001463965,0.99707207,1,TRUE,FALSE,1,NA
0.73,0.24,2.28,9.21,0.91,0.87,0.8,0.44,0.6,0.06,1.45,1.4,14.76,1.45,0.68,-0.75,0.36,1.03,290.67,990.44,5.84,4.27,452.16,699.77,667.47,0.82,0.38,0.82,344.5,796.66,333.73,0.07,990.44,48.55,193.78,-75.52,17,0.87,0.5,0.15,0.87,0.95,452.16,0.37,0.2,0.99,HR,0.99001818,0.00998182,0.98003636,1,TRUE,FALSE,1,NA
0.71,0.24,3.13,16.23,0.9,0.87,0.79,0.42,0.58,0.06,1.27,1.21,8.76,0.06,0.39,0.31,0.81,1.08,247.61,968.91,5.72,3.87,452.16,721.3,689,0.72,0.39,0.89,344.5,796.66,333.73,0.08,990.44,62.04,215.31,-53.95,11,0.88,0.51,0.1,0.87,0.93,452.16,0.37,0.22,0.81,HR,0.999248535,0.000751465,0.998497069,1,TRUE,FALSE,1,NA
0.77,0.23,3.73,21.88,0.9,0.87,0.79,0.43,0.66,0.09,1.3,1.21,11.85,0.28,0.53,0.19,0.85,1.37,258.38,882.78,5.73,3.68,495.22,624.41,602.88,0.58,0.87,1.24,312.2,807.42,258.38,0.05,968.91,44.21,247.61,-55.85,14,0.05,0.23,0.04,0.87,0.95,495.22,0.64,0.25,0.85,HR,0.997276874,0.002723126,0.994553749,1,TRUE,FALSE,1,NA
0.53,0.22,2.44,8.8,0.88,0.87,0.76,0.35,0.44,0.06,0.97,0.92,10.92,0.06,0.31,0.24,0.36,1.08,301.44,861.25,4.77,2.57,139.95,559.81,366.03,0.64,0.75,0.94,333.73,473.69,312.2,-0.01,516.75,22.11,301.44,-23.27,4,0.93,0.21,0.07,0.91,0.96,139.95,0.7,0.31,0.49,HR,0.998852596,0.001147404,0.997705191,1,TRUE,FALSE,1,NA
0.58,0.23,2.82,13.3,0.9,0.87,0.79,0.45,0.46,0.06,0.97,0.92,12.32,0.28,0.28,0,0.32,1.1,247.61,936.61,5.14,3.15,193.78,689,344.5,0.72,0.82,0.97,279.91,473.69,279.91,0.17,947.38,76.79,258.38,-75.05,7,0.9,0.14,0.03,0.89,0.93,193.78,0.76,0.26,0.56,HR,0.99835013,0.00164987,0.996700261,1,TRUE,FALSE,1,NA
0.52,0.21,2.97,15.04,0.91,0.87,0.79,0.32,0.37,0.06,0.83,0.77,9.52,0.06,0.06,0,0.36,1.33,258.38,764.36,4.67,3.1,75.36,505.98,355.27,0.63,0.35,0.87,333.73,409.09,344.5,0.01,785.89,57.74,247.61,-57.74,10,0.8,0.52,0.18,0.78,0.85,75.36,0.27,0.22,0.41,HR,0.998754078,0.001245922,0.997508156,1,TRUE,FALSE,1,NA
0.55,0.2,1.36,4.92,0.93,0.87,0.81,0.48,0.47,0.06,0.72,0.66,5.56,0.06,0.28,0.22,0.28,1.02,236.84,635.17,5.13,3.19,215.31,398.33,333.73,0.32,0.72,0.86,269.14,484.45,258.38,0.05,667.47,52.93,226.08,-41.7,5,0.09,0.1,0.06,0.81,0.91,215.31,0.71,0.24,0.62,HR,0.992427792,0.007572208,0.984855584,1,TRUE,FALSE,1,NA
0.77,0.28,3.12,16.29,0.93,0.87,0.81,0.53,0.61,0.06,1.08,1.03,10.82,0.06,0.61,0.5,0.81,1.1,236.84,1022.73,5.9,4.31,495.22,785.89,452.16,0.47,0.79,0.91,279.91,775.13,269.14,0.34,1119.63,60.5,226.08,-57.01,21,0.12,0.13,0.07,0.85,0.9,495.22,0.72,0.23,0.8,HR,0.996133386,0.003866614,0.992266773,1,TRUE,FALSE,1,NA
0.82,0.32,4.34,28.85,0.88,0.87,0.76,0.4,0.74,0.06,1.27,1.21,5.45,0.06,0.42,0.6,0.47,0.61,344.5,1194.98,5.34,3.65,279.91,850.48,699.77,0.8,0.2,0.49,462.92,742.83,721.3,0.14,1205.75,126.59,183.02,-75.16,11,0.81,0.53,0.15,0.86,0.96,279.91,0.33,0.25,1.19,HR,0.998325308,0.001674692,0.996650615,1,TRUE,FALSE,1,NA
0.8,0.31,2.1,7.54,0.91,0.87,0.79,0.47,0.56,0.09,1.19,1.1,8.93,0.35,0.42,0.12,0.51,0.6,279.91,1033.5,5.36,4.16,258.38,753.59,667.47,0.81,0.38,0.51,462.92,721.3,710.53,0.22,1496.42,187.91,258.38,-124.61,21,0.81,0.19,0.08,0.83,0.95,258.38,0.65,0.27,1.18,HR,0.993905044,0.006094956,0.987810088,1,TRUE,FALSE,1,NA
0.49,0.08,3.15,13.57,0.77,0.87,0.67,0.1,0.45,0.06,0.61,0.55,8.27,0.06,0.28,0.27,0.51,0.81,441.39,559.81,3.81,3.1,43.06,118.42,505.98,0.59,0.1,0.3,484.45,527.52,516.75,0.4,559.81,49.45,107.66,-47.47,19,0.59,0.52,0.41,0.65,0.78,43.06,0.13,0.17,0.55,HR,0.978834147,0.021165853,0.957668294,1,FALSE,FALSE,NA,NA
0.48,0.08,4.43,30.31,0.78,0.87,0.68,0.11,0.45,0.06,0.94,0.88,6.33,0.06,0.13,0.08,0.51,0.9,387.56,527.52,3.74,3.03,43.06,139.95,495.22,0.64,0.27,0.47,462.92,505.98,495.22,0.4,559.81,47.47,161.48,-41.54,12,0.64,0.41,0.31,0.71,0.84,43.06,0.3,0.18,0.56,HR,0.993869085,0.006130915,0.987738169,1,TRUE,FALSE,1,NA
0.63,0.32,3.16,15.51,0.89,0.87,0.77,0.46,0.61,0.09,1.19,1.1,5.87,0.2,0.35,0.34,0.58,0.43,322.97,645.94,3.85,3.4,215.31,322.97,538.28,0.88,0.05,0.19,366.03,581.34,344.5,-0.1,624.41,50.86,279.91,-56.51,14,0.94,0.81,0.52,0.93,0.96,215.31,0.12,0.34,0.6,HR,0.997560447,0.002439553,0.995120893,1,TRUE,FALSE,1,NA
0.58,0.35,2.94,14.65,0.91,0.87,0.79,0.54,0.38,0.2,1.27,1.07,8.28,0.24,0.31,0.13,0.32,0.57,193.78,602.88,4.16,3.61,193.78,409.09,322.97,0.81,0.25,0.48,279.91,473.69,301.44,0.65,581.34,79.12,172.25,-79.12,22,0.85,0.42,0.07,0.86,0.92,193.78,0.44,0.2,0.32,HR,0.994523298,0.005476702,0.989046595,1,TRUE,FALSE,1,NA
0.52,0.26,2.92,13.09,0.88,0.87,0.76,0.38,0.42,0.06,0.61,0.55,10.33,0.2,0.24,0.05,0.24,0.72,193.78,581.34,4.25,3.36,279.91,387.56,409.09,0.62,0.27,0.62,258.38,538.28,236.84,0.45,581.34,84.77,193.78,-79.12,21,0.94,0.45,0.07,0.83,0.94,279.91,0.38,0.2,0.57,HR,0.994801481,0.005198519,0.989602962,1,TRUE,FALSE,1,NA
0.49,0.22,5.46,41.73,0.82,0.87,0.71,0.27,0.4,0.06,0.53,0.48,2.54,0.06,0.31,0.44,0.51,0.59,183.02,527.52,4.77,3.24,236.84,344.5,473.69,0.61,0.21,0.48,279.91,516.75,516.75,0.32,516.75,5.65,107.66,-8.48,2,0.63,0.44,0.12,0.81,0.96,236.84,0.37,0.18,0.52,HR,0.994465127,0.005534873,0.988930254,1,TRUE,FALSE,1,NA
